Domain, istatcom, iref, igvsc, Iload
5.174,0.0,3.59878978145e-013,-0.017365894159,-0.00169208374514
5.175,0.0,2.47295546194e-013,-0.0244699231336,0.00719601062484
5.176,0.0,1.6945528608e-013,-0.0173235744961,0.00334107249133
5.177,0.0,1.16086845401e-013,-0.00675941047519,-0.00653240350612
5.178,0.0,7.97253235852e-014,-0.00822693283738,-0.00689177298165
5.179,0.0,5.48209485685e-014,-0.0178506698163,0.00228207892568
5.18,0.0,3.76250125167e-014,-0.0195346382694,0.0064051826472
5.181,0.0,2.57726179667e-014,-0.0103522269178,-0.000489599687821
5.182,0.0,1.76704988256e-014,-0.00422936040017,-0.00713576172708
5.183,0.0,1.21420824483e-014,-0.00959495475015,-0.0033315807007
5.184,0.0,8.34315961682e-015,-0.0168037821751,0.00450050243396
5.185,0.0,5.72078664153e-015,-0.0140017097653,0.00415683123445
5.186,0.0,3.9192830967e-015,-0.0054129543705,-0.00330734662542
5.187,0.0,2.68935940942e-015,-0.00389572896726,-0.00599702582264
5.188,0.0,1.84806846724e-015,-0.0107258658053,-5.11487427446e-005
5.189,0.0,1.26876432197e-015,-0.0143433893788,0.0049308533759
5.19,0.0,8.69523424497e-016,-0.00883307820748,0.00140593593942
5.191,0.0,5.9599508147e-016,-0.00264075645439,-0.00468489593375
5.192,0.0,4.09201276242e-016,-0.00476773842542,-0.00383191510582
5.193,0.0,2.81103277016e-016,-0.0109507739041,0.00226307214965
5.194,0.0,1.92837785642e-016,-0.0109937801555,0.00397216650991
5.195,0.0,1.32143669755e-016,-0.00474165388477,-0.00103337597619
5.196,0.0,9.06286297631e-017,-0.00170882586242,-0.00465874215743
5.197,0.0,6.22402607373e-017,-0.00592145626026,-0.00141407980722
5.198,0.0,4.27333149066e-017,-0.0100830498716,0.00333561538404
5.199,0.0,2.92993974187e-017,-0.00743412989586,0.00224450143399
5.2,0.0,2.00818296398e-017,-0.00207115659197,-0.002643941638
5.201,0.0,1.37799493031e-017,-0.00201459346615,-0.00359517760576
5.202,0.0,9.46302718088e-018,-0.00668725623725,0.00062627207828
5.203,0.0,6.49343175646e-018,-0.00831841591283,0.00325837124461
5.204,0.0,4.45100999818e-018,-0.0042797904873,0.000382062776673
5.205,0.0,3.05188032572e-018,-0.000798714755238,-0.00324886756504
5.206,0.0,2.09485980324e-018,-0.00288405266972,-0.00201349808828
5.207,0.0,1.43818968889e-018,-0.00672840533399,0.00191529324831
5.208,0.0,9.86399707315e-019,-0.00607264037418,0.00237068519203
5.209,0.0,6.7615114071e-019,-0.0019397714791,-0.00112166574125
5.21,0.0,4.63797457737e-019,-0.000626673523586,-0.0029619380646
5.211,0.0,3.18390957735e-019,-0.00374054162083,-0.000420159065503
5.212,0.0,2.18501682662e-019,-0.00602110140112,0.00235669071739
5.213,0.0,1.49817442667e-019,-0.00381227186572,0.00111233321427
5.214,0.0,1.02716187187e-019,-0.000563895690928,-0.0019936793028
5.215,0.0,7.04794294216e-020,-0.00111752702363,-0.002081905047
5.216,0.0,4.83786722526e-020,-0.00420693825738,0.000809398683063
5.217,0.0,3.31882691766e-020,-0.00476695037842,0.00208074825476
5.218,0.0,2.27535166976e-020,-0.00192052448664,-0.000108169435716
5.219,0.0,1.56043497834e-020,-6.79547733003e-005,-0.00218716497046
5.22,0.0,1.07089136676e-020,-0.00182786873111,-0.000970988432925
5.221,0.0,7.34921353267e-021,-0.00413442458796,0.00148579190237
5.222,0.0,5.04019994623e-021,-0.00327667554655,0.00135274922668
5.223,0.0,3.45572286035e-021,-0.000620689964459,-0.00100252772308
5.224,0.0,2.37056264963e-021,-0.000209647753323,-0.00183165717279
5.225,0.0,1.62690146301e-021,-0.00240931402843,4.9128516114e-005
5.226,0.0,1.11619802159e-021,-0.00357037523265,0.00160139334086
5.227,0.0,7.65387190045e-022,-0.00186032873284,0.000473610884616
5.228,0.0,5.24859695467e-022,4.03002885512e-005,-0.00143906911969
5.229,0.0,3.60112352343e-022,-0.000683257200337,-0.00115445218663
5.23,0.0,2.47118591016e-022,-0.00266086680877,0.000763638996933
5.231,0.0,1.69504782232e-022,-0.00268913994924,0.00128365017199
5.232,0.0,1.16228075671e-022,-0.0007482799675,-0.00030140099549
5.233,0.0,7.97182269439e-023,0.000160603700067,-0.00143197206745
5.234,0.0,5.47002585782e-023,-0.0012051633127,-0.000399778732502
5.235,0.0,3.75305412369e-023,-0.00253301291672,0.00108753707455
5.236,0.0,2.57389129786e-023,-0.00171201873832,0.000728570076406
5.237,0.0,1.76502527218e-023,-5.34184694303e-005,-0.000811275527312
5.238,0.0,1.21079526562e-023,-7.50327927543e-005,-0.00109854458821
5.239,0.0,8.30799634963e-024,-0.00157200633862,0.000234349502896
5.24,0.0,5.69920626121e-024,-0.00209532638601,0.00105130196847
5.241,0.0,3.90830314584e-024,-0.000838289270589,0.000135614778645
5.242,0.0,2.68042213303e-024,0.000227626507727,-0.00100231321342
5.243,0.0,1.83894798486e-024,-0.000459533212703,-0.000603335775699
5.244,0.0,1.26170521582e-024,-0.00168476191597,0.000631247795437
5.245,0.0,8.65390903452e-025,-0.00148497018385,0.000762766404781
5.246,0.0,5.93458607992e-025,-0.000200667631688,-0.00034079634608
5.247,0.0,4.07063745203e-025,0.000185151994488,-0.000912043170816
5.248,0.0,2.79282483892e-025,-0.000816458162086,-0.00010597402403
5.249,0.0,1.91593401912e-025,-0.00154198245968,0.000761770559603
5.25,0.0,1.31400166087e-025,-0.000853406474749,0.000360686398041
5.251,0.0,9.01161781202e-026,0.000150824606926,-0.000616023378475
5.252,0.0,6.18186602473e-026,-4.63862275959e-005,-0.000635660502147
5.253,0.0,4.2411992952e-026,-0.00103192259076,0.00027579721945
5.254,0.0,2.9092103449e-026,-0.00121198414634,0.000667893289344
5.255,0.0,1.99516221728e-026,-0.000324437134465,-2.66500104902e-005
5.256,0.0,1.36843554968e-026,0.000240451868607,-0.000676636797847
5.257,0.0,9.38784353417e-027,-0.000330643276601,-0.000287696871401
5.258,0.0,6.44028784309e-027,-0.001063385094,0.000483127222905
5.259,0.0,4.41726841237e-027,-0.000796191316613,0.000433669339274
5.26,0.0,3.02947028376e-027,2.95157438723e-005,-0.000309222470804
5.261,0.0,2.07802142374e-027,0.000142493603523,-0.000564449311163
5.262,0.0,1.42559157115e-027,-0.000561100622391,3.0632727279e-005
5.263,0.0,9.77909859276e-028,-0.000929335967128,0.000514399699575
5.264,0.0,6.70698345537e-028,-0.000394705366265,0.000153899563645
5.265,0.0,4.60005928384e-028,0.000192180191662,-0.000446480474539
5.266,0.0,3.15553622375e-028,-4.87603463044e-005,-0.000351633096575
5.267,0.0,2.16473762302e-028,-0.000677408751356,0.00025212298858
5.268,0.0,1.4848310339e-028,-0.000687413874396,0.000410316666128
5.269,0.0,1.01836367277e-028,-8.16774811252e-005,-9.13746809222e-005
5.27,0.0,6.98499954627e-029,0.000193255786273,-0.000443719094623
5.271,0.0,4.79168282133e-029,-0.000245978352553,-0.000115263342767
5.272,0.0,3.28698598951e-029,-0.000666520631226,0.000350573328282
5.273,0.0,2.2544876108e-029,-0.000409240114904,0.000232852028053
5.274,0.0,1.54626662078e-029,0.000106302763132,-0.000252014304081
5.275,0.0,1.06064812134e-029,8.97778039885e-005,-0.000338471085666
5.276,0.0,7.27597625487e-030,-0.000387039546413,8.24712982828e-005
5.277,0.0,4.99087942516e-030,-0.000552383526407,0.00033608932882
5.278,0.0,3.4230855073e-030,-0.000158830084652,4.47558372151e-005
5.279,0.0,2.34785820772e-030,0.000169556804705,-0.00031171801564
5.28,0.0,1.61054800654e-030,-5.42120114826e-005,-0.00018284712545
5.281,0.0,1.10479606011e-030,-0.000442507567138,0.000205180233624
5.282,0.0,7.57788961097e-031,-0.000379690633707,0.000242953745114
5.283,0.0,5.19745555504e-031,2.12468646259e-005,-0.000105634554372
5.284,0.0,3.56503006042e-031,0.000135881563246,-0.000282814825153
5.285,0.0,2.44551239884e-031,-0.000184341164956,-2.71338899783e-005
5.286,0.0,1.67749899323e-031,-0.00041340126331,0.000244078090914
5.287,0.0,1.1505791892e-031,-0.000197145258882,0.000114963284419
5.288,0.0,7.89166180957e-032,0.000114754204538,-0.000192066063976
5.289,0.0,5.41321386687e-032,4.69682907279e-005,-0.00019561105525
5.29,0.0,3.71328360566e-032,-0.000265896045216,9.17656010511e-005
5.291,0.0,2.54703479252e-032,-0.000322375855786,0.000212699293038
5.292,0.0,1.74697065559e-032,-4.43491003742e-005,-7.58047720448e-006
5.293,0.0,1.19825762393e-032,0.000128976441727,-0.000210705175137
5.294,0.0,8.21948840711e-033,-5.49429864359e-005,-8.63000389624e-005
5.295,0.0,5.63817414919e-033,-0.000286510515961,0.000155584680698
5.296,0.0,3.86726153286e-033,-0.000202173283335,0.000137688263905
5.297,0.0,2.6525138315e-033,5.55395488333e-005,-9.65573569923e-005
5.298,0.0,1.81942483933e-033,8.69641644985e-005,-0.000175024356184
5.299,0.0,1.24804399341e-033,-0.000137028076877,1.32888060443e-005
5.3,0.0,4.46207261266e-005,-0.000252853608448,0.000164075449181
5.301,0.0,0.0383912008827,-0.00568036522064,0.00585756462124
5.302,0.0,0.102243423746,-0.0511274026801,0.0575005493098
5.303,0.0,0.162413132339,-0.124181522581,0.159389690532
5.304,0.0,0.207927319101,-0.143961991496,0.237140992095
5.305,0.0,0.237925238947,-0.0785581852796,0.239846222157
5.306,0.0,0.260325423829,0.00174741805749,0.214709579098
5.307,0.0,0.281849123614,0.0218119415896,0.237985612941
5.308,0.0,0.300352865424,0.00566585768786,0.304674159423
5.309,0.0,0.309912702381,0.0349275609329,0.338908111582
5.31,0.0,0.312491515769,0.124751305231,0.30772877067
5.311,0.0,0.316599504874,0.199064601315,0.271139544183
5.312,0.0,0.325871749655,0.201285030763,0.294727571151
5.313,0.0,0.334100605015,0.177219329215,0.353495709077
5.314,0.0,0.334425388996,0.207871424305,0.368497182051
5.315,0.0,0.330526527888,0.290307305849,0.322929292676
5.316,0.0,0.331179654467,0.340837408833,0.288112640286
5.317,0.0,0.337927775053,0.317786818988,0.319447971901
5.318,0.0,0.342571749306,0.283699915674,0.374650473396
5.319,0.0,0.339149268465,0.314758396882,0.374896171534
5.32,0.0,0.333326594935,0.38891513035,0.320587517281
5.321,0.0,0.333690283391,0.416987745963,0.29226374205
5.322,0.0,0.339747076952,0.3737700019,0.332795308607
5.323,0.0,0.342162386965,0.336333108172,0.383688642897
5.324,0.0,0.33663679722,0.372085433642,0.369917912376
5.325,0.0,0.330519982187,0.439298408548,0.31050052947
5.326,0.0,0.331619122578,0.447147324879,0.292036610469
5.327,0.0,0.337363807861,0.389635160047,0.341534697221
5.328,0.0,0.337958038487,0.355662916037,0.385844104196
5.329,0.0,0.331208276614,0.399261293144,0.358290593844
5.33,0.0,0.325695863204,0.459282886687,0.297443818249
5.331,0.0,0.3279365221,0.448367248266,0.291588221804
5.332,0.0,0.333334740215,0.382174403902,0.348563541307
5.333,0.0,0.332291006776,0.357397384578,0.38338943083
5.334,0.0,0.324948973912,0.409941256421,0.342761989392
5.335,0.0,0.320604362718,0.460987548685,0.28449414712
5.336,0.0,0.32407101877,0.432554440035,0.293135333224
5.337,0.0,0.328905691004,0.363189167073,0.354913609761
5.338,0.0,0.326354698286,0.351944555208,0.377334642724
5.339,0.0,0.318932440707,0.412498283087,0.325260957037
5.34,0.0,0.316100222834,0.45191335881,0.273732953015
5.341,0.0,0.320661852702,0.407640512379,0.297598927751
5.342,0.0,0.32463867786,0.340537787331,0.360540388463
5.343,0.0,0.320732453732,0.345571506267,0.368153467663
5.344,0.0,0.313672165959,0.411469440474,0.307324426051
5.345,0.0,0.312533011171,0.436457111549,0.266499483753
5.346,0.0,0.3179078594,0.378854294364,0.304978672967
5.347,0.0,0.320729897114,0.319203093158,0.364846430968
5.348,0.0,0.315678808368,0.341550151921,0.356202519899
5.349,0.0,0.309371636846,0.408859710775,0.290279573285
5.35,0.0,0.309970568906,0.417130373607,0.263524321292
5.351,0.0,0.315775664347,0.34967211772,0.314647365041
5.352,0.0,0.317199478144,0.302116665633,0.36705776259
5.353,0.0,0.311283928617,0.341093484193,0.341948278204
5.354,0.0,0.306070161988,0.405162727004,0.275294194089
5.355,0.0,0.308330702283,0.395424997114,0.265016009671
5.356,0.0,0.314125527779,0.322452136705,0.325594102689
5.357,0.0,0.314000840278,0.290754704747,0.366480654965
5.358,0.0,0.307564453525,0.344079248941,0.326056474953
5.359,0.0,0.303723292517,0.400104882847,0.263355945139
5.36,0.0,0.307456363864,0.37237130551,0.270733028461
5.361,0.0,0.312785270709,0.298820792947,0.336626258797
5.362,0.0,0.311078492113,0.285557490406,0.362660850929
5.363,0.0,0.304509061121,0.349592003325,0.309389219579
5.364,0.0,0.302244040033,0.393153656746,0.255223070258
5.365,0.0,0.30715815985,0.348857568101,0.280058150256
5.366,0.0,0.311592337754,0.279885611222,0.346535851534
5.367,0.0,0.308394423865,0.286225616493,0.35546580647
5.368,0.0,0.302098090742,0.356321167195,0.29294634055
5.369,0.0,0.301522392378,0.383839497817,0.251374419824
5.37,0.0,0.307239391831,0.325778983067,0.292081896391
5.371,0.0,0.310416333841,0.266338891616,0.354233077879
5.372,0.0,0.30593636232,0.291937015313,0.345107523044
5.373,0.0,0.30030934451,0.362849196229,0.277778243741
5.374,0.0,0.301433950678,0.37193747696,0.251974770386
5.375,0.0,0.307512300369,0.304074119029,0.305695198207
5.376,0.0,0.309169185872,0.258501863019,0.358848157913
5.377,0.0,0.303716214395,0.301516467851,0.332120511828
5.378,0.0,0.299117176859,0.367856576698,0.264889845502
5.379,0.0,0.301844033854,0.357547020037,0.256863106502
5.38,0.0,0.30780980217,0.284693688766,0.319687772703
5.381,0.0,0.307807133417,0.256343938848,0.359802050695
5.382,0.0,0.301763765525,0.313577701506,0.317307028432
5.383,0.0,0.298488867853,0.370262684266,0.255149252635
5.384,0.0,0.302610814561,0.341099559525,0.265566054072
5.385,0.0,0.307994366423,0.268534451494,0.33284710383
5.386,0.0,0.306327276428,0.25949930583,0.356846688226
5.387,0.0,0.300118615248,0.326648960883,0.301659997001
5.388,0.0,0.298380491377,0.369315387958,0.249210531235
5.389,0.0,0.303589322786,0.323316766314,0.277335190057
5.39,0.0,0.307964279508,0.256361362853,0.344052442257
5.391,0.0,0.304760692767,0.267293664802,0.350075882547
5.392,0.0,0.298822015291,0.339286363112,0.286272848239
5.393,0.0,0.298733532825,0.364638054196,0.247456673004
5.394,0.0,0.304637005892,0.305136645372,0.291204774695
5.395,0.0,0.307657022686,0.248733866973,0.352358387451
5.396,0.0,0.303163719113,0.2787871216,0.339908856003
5.397,0.0,0.297909465265,0.350175085616,0.272244614352
5.398,0.0,0.299473022425,0.356240132245,0.249966331112
5.399,0.0,0.305620706499,0.287621011126,0.306065074339
5.4,0.0,0.307049526603,0.245946951727,0.35706315534
5.401,0.0,0.301608636826,0.292834374798,0.327049331933
5.402,0.0,0.297404458597,0.358216009573,0.260587847594
5.403,0.0,0.300507683351,0.344496379709,0.256505779524
5.404,0.0,0.306424324546,0.271855281031,0.32074558822
5.405,0.0,0.306155396149,0.247993661363,0.357757478168
5.406,0.0,0.300174653054,0.308159936837,0.312424197779
5.407,0.0,0.297313551183,0.362594425317,0.2521460862
5.408,0.0,0.301732383295,0.330099584011,0.26654569439
5.409,0.0,0.306956082523,0.258849703669,0.334102028165
5.41,0.0,0.305019585772,0.254552674435,0.354351206579
5.411,0.0,0.29893973295,0.323443800603,0.297106786749
5.412,0.0,0.297622866679,0.362827443133,0.247526566188
5.413,0.0,0.303032924688,0.313991968117,0.279300705593
5.414,0.0,0.307154252822,0.249449706987,0.345100782067
5.415,0.0,0.303711285271,0.265001969574,0.347076060318
5.416,0.0,0.297973561087,0.33741151865,0.282230677841
5.417,0.0,0.298296185141,0.358787553153,0.247052618407
5.418,0.0,0.304292878627,0.297281021833,0.293788226848
5.419,0.0,0.306990431661,0.2442617429,0.352894819525
5.42,0.0,0.30231587533,0.278457340733,0.336464541182
5.421,0.0,0.297331720193,0.348921983607,0.268900458331
5.422,0.0,0.299274818857,0.350701089117,0.25073870923
5.423,0.0,0.305401793699,0.281146034261,0.308901883745
5.424,0.0,0.306469879781,0.243599637916,0.35688558452
5.425,0.0,0.300926738698,0.293832540945,0.323306676061
5.426,0.0,0.297051084245,0.357046211735,0.258106030641
5.427,0.0,0.300479496474,0.339121945786,0.258289443698
5.428,0.0,0.306263782002,0.266741948689,0.323493970283
5.429,0.0,0.305628962618,0.247454939934,0.356766367745
5.43,0.0,0.299637526726,0.309916168674,0.30858786418
5.431,0.0,0.297146422212,0.361131063435,0.250646725776
5.432,0.0,0.30181439981,0.324882573967,0.269122150039
5.433,0.0,0.306805310104,0.255107208802,0.336460821361
5.434,0.0,0.304530168466,0.25549305763,0.35254393551
5.435,0.0,0.29853525756,0.325459144659,0.293412514767
