Domain, pload, pgrid
5.66,3.03126145386e-027,-0.000309314833085
5.661,2.07850358834e-027,-0.000564632190363
5.662,1.42561564274e-027,3.06428108287e-005
5.663,9.78150873892e-028,0.000514547537193
5.664,6.71049086131e-028,0.000153937456405
5.665,4.60190669432e-028,-0.000446592186319
5.666,3.15577187622e-028,-0.000351729034771
5.667,2.16482068091e-028,0.000252188889412
5.668,1.48529794631e-028,0.000410406618904
5.669,1.01881750381e-028,-9.13927044555e-005
5.67,6.98657056235e-029,-0.000443813606564
5.671,4.79167017866e-029,-0.000115289370763
5.672,3.28730890601e-029,0.000350644349278
5.673,2.25525430915e-029,0.000232891144711
5.674,1.54677909386e-029,-0.000252055424163
5.675,1.06074220519e-029,-0.000338532584013
5.676,7.27587669898e-030,8.24863316538e-005
5.677,4.99168572881e-030,0.00033614112256
5.678,3.4241763575e-030,4.47617228913e-005
5.679,2.34834664988e-030,-0.000311761236401
5.68,1.61055706034e-030,-0.000182875123208
5.681,1.10481562904e-030,0.000205209581901
5.682,7.57943487863e-031,0.000242982037078
