Domain, istatcom, igvsc, iref, Iload
20.627,0.00982324774159,0.29309042822,0.301795823944,0.292037655744
20.628,0.00985906450746,0.292988917177,0.301782315308,0.291968554158
20.629,0.0098965643686,0.292871765522,0.301771492789,0.291916690611
20.63,0.00993303356496,0.292745662903,0.301761921934,0.291881613553
20.631,0.00996696858752,0.29263578644,0.301751579274,0.291840497769
20.632,0.0100000914985,0.292546821891,0.301740805836,0.291783907319
20.633,0.010034446539,0.292458443583,0.301731475817,0.291727794194
20.634,0.0100693854727,0.292357602138,0.30172404703,0.291687240868
20.635,0.0101028242032,0.292256337904,0.30171702592,0.291654665646
20.636,0.0101344285497,0.292171068145,0.301709327695,0.291613533082
20.637,0.0101658767899,0.29209806417,0.301701757957,0.291563369781
20.638,0.0101981748705,0.292021123176,0.301695575727,0.291518452106
20.639,0.0102302746386,0.291936389925,0.301690576457,0.291485278248
20.64,0.0102608386854,0.291856263016,0.3016855316,0.291454061166
20.641,0.0102902102363,0.291789274876,0.301680060125,0.291414861663
20.642,0.0103197080933,0.291728034899,0.301675044939,0.291371975228
20.643,0.0103495946265,0.291661725964,0.301671168203,0.291335934987
20.644,0.0103788235468,0.291592048648,0.301667917672,0.291307450628
20.645,0.0104067158852,0.291529084715,0.301664446568,0.291277543879
20.646,0.0104338999835,0.291475523745,0.301660814642,0.291241708805
20.647,0.0104612428965,0.291423532105,0.301657765242,0.291205864084
20.648,0.0104885668418,0.291367259914,0.30165554005,0.291176471772
20.649,0.0105150370997,0.29131095234,0.301653566574,0.29115107445
20.65,0.0105404552752,0.291261445563,0.301651364782,0.291122914114
20.651,0.0105654731475,0.29121782733,0.301649210162,0.291091221164
20.652,0.0105905487935,0.291173592614,0.301647621919,0.29106157019
20.653,0.0106153112344,0.291126646012,0.301646561342,0.29103699845
20.654,0.0106392045491,0.291081697295,0.30164553743,0.291013885624
20.655,0.0106623218551,0.291042505938,0.301644355986,0.290987985503
20.656,0.0106851972881,0.291006452553,0.301643348007,0.290960629697
20.657,0.0107079845277,0.29096902084,0.301642809854,0.290936091385
20.658,0.0107302872208,0.290930485456,0.301642562663,0.29091500804
20.659,0.0107518075248,0.29089484396,0.301642254959,0.290893876184
20.66,0.010772773028,0.290863486651,0.301641879214,0.290870609785
20.661,0.0107935503265,0.290833420268,0.301641727578,0.290847366946
20.662,0.0108141044793,0.290802064349,0.301641919332,0.290826881385
20.663,0.0108341065253,0.290770867142,0.301642237121,0.29080840769
20.664,0.0108534541706,0.290742644434,0.301642471624,0.290789203956
20.665,0.0108724006037,0.290717263663,0.3016427131,0.290768727588
20.666,0.0108911525294,0.290692130015,0.301643173726,0.290749132404
20.667,0.0109095847113,0.290666184187,0.301643855416,0.290731797721
20.668,0.0109274705043,0.290641189499,0.301644563381,0.290715403776
20.669,0.0109448313173,0.290618773482,0.301645203574,0.290698154117
20.67,0.0109618840121,0.29059802931,0.301645898299,0.290680418259
20.671,0.0109787115023,0.29057708492,0.301646774593,0.290663913347
20.672,0.010995167697,0.290555881677,0.301647771956,0.290649032995
20.673,0.0110111259584,0.290535987901,0.301648745727,0.290634420546
20.674,0.0110266690753,0.290518079098,0.301649680186,0.290619131466
20.675,0.0110419525502,0.290501021298,0.301650689156,0.290603935124
20.676,0.0110569791732,0.290483690403,0.30165182912,0.290589974268
20.677,0.0110716224004,0.290466556999,0.301653018556,0.290577047284
20.678,0.0110858342996,0.290450768346,0.301654167433,0.290564048728
20.679,0.01109971417,0.290436363203,0.301655303536,0.290550666429
20.68,0.0111133553735,0.290422312439,0.30165651292,0.29053772229
20.681,0.0111267194072,0.29040810382,0.301657803442,0.290525828299
20.682,0.0111397163925,0.290394385761,0.301659098528,0.290514511061
20.683,0.011152350147,0.290381851807,0.301660354306,0.290503016486
20.684,0.0111647097057,0.290370197053,0.301661615298,0.290491423492
20.685,0.0111768383041,0.290358650145,0.301662935429,0.290480414942
20.686,0.0111886846438,0.290347117605,0.301664295258,0.290470201564
20.687,0.0112001970308,0.290336207318,0.301665635833,0.290460261702
20.688,0.0112114065238,0.290326233791,0.30166694587,0.290450174556
20.689,0.0112223799238,0.290316771003,0.301668269408,0.290440205933
20.69,0.0112331266084,0.290307334061,0.301669632515,0.290430827777
20.691,0.0112435998601,0.290298064034,0.301671005155,0.29042199784
20.692,0.0112537792362,0.290289423026,0.301672349169,0.290413272708
20.693,0.011263704716,0.290281462096,0.30167367233,0.290404488725
20.694,0.0112734190165,0.290273775072,0.301675009384,0.290395954698
20.695,0.0112829128751,0.290266121511,0.301676366443,0.290387936632
20.696,0.0112921522363,0.290258734319,0.301677713795,0.290380267609
20.697,0.011301137951,0.29025190463,0.301679031627,0.290372632926
20.698,0.0113099075004,0.290245533691,0.301680335951,0.290365034889
20.699,0.0113184833164,0.290239305191,0.301681649552,0.290357741731
20.7,0.011326870719,0.290233152581,0.301638093454,0.290350857594
20.701,0.00926032297626,0.295708935354,0.262794955813,0.284652215185
20.702,0.00141671287014,0.338687564154,0.198744383673,0.235690423827
20.703,-0.00526018681203,0.40251027586,0.141645117496,0.144958824828
20.704,-0.00536809734524,0.41370472517,0.0992197708634,0.0818294510285
20.705,-0.00385455209527,0.356506084894,0.0692193588744,0.0798166889261
20.706,-0.00704633233994,0.295975842106,0.0477792123531,0.0912327168583
20.707,-0.0128476593057,0.277406421921,0.0325539452625,0.0679685421677
20.708,-0.0153244406357,0.269314534361,0.0221196177314,0.0300137266022
20.709,-0.0140023940075,0.2280624969,0.0151217283269,0.0218007065464
20.71,-0.0136396729617,0.168108689502,0.0103674865192,0.0399824447332
20.711,-0.0162879710106,0.132401307856,0.00707665962046,0.0452746841064
20.712,-0.0187657174158,0.124390837152,0.00481390453747,0.0263454702395
20.713,-0.0183518875007,0.110063222551,0.00328510895563,0.0113271027964
20.714,-0.0167973140149,0.0752217541521,0.0022526775128,0.0186039921532
20.715,-0.0169781268306,0.0431267000849,0.00154463187783,0.0307351248485
20.716,-0.0184548044074,0.033023196958,0.00105590997051,0.0264704074347
20.717,-0.0187402467942,0.0317228989314,0.000721774235669,0.0130311188342
20.718,-0.0173950314983,0.0185111325395,0.000495012695595,0.0103460394951
20.719,-0.0163552405798,-0.00296046830737,0.000340141593762,0.0190224342663
20.72,-0.016656858099,-0.0146510438477,0.000233378071083,0.0227055735754
20.721,-0.0170662870033,-0.013887593588,0.000159884476781,0.0154073951846
20.722,-0.0163317509758,-0.0150252548022,0.000109666923323,0.00866942903566
20.723,-0.0150712923591,-0.0253312657755,7.5377870396e-005,0.011293993384
20.724,-0.0145414083517,-0.0355601240613,5.18116506479e-005,0.0166380841567
20.725,-0.0146617221581,-0.0368074325096,3.55626430349e-005,0.0151792486848
20.726,-0.0143742205824,-0.0339527332893,2.44031979233e-005,0.00924582915413
20.727,-0.0134001680746,-0.0361693264486,1.67671319754e-005,0.00750974744175
20.728,-0.0125301462237,-0.042609296732,1.15298041379e-005,0.0109298317602
20.729,-0.0122650684887,-0.0455014957792,7.92299761859e-006,0.0126295198216
20.73,-0.0121216698495,-0.0430630854515,5.44011545502e-006,0.00951750063287
20.731,-0.0115272240898,-0.0412393611636,3.73668350981e-006,0.00626655543264
20.732,-0.0106944771302,-0.0435731028835,2.56879873293e-006,0.00699917981454
20.733,-0.0101720814655,-0.046382278748,1.76594214162e-006,0.00921183577686
20.734,-0.00996888201485,-0.0455588538728,1.21318162753e-006,0.00864706928446
20.735,-0.00963440278815,-0.0428401445548,8.33249143418e-007,0.00596102718893
20.736,-0.00901220975836,-0.0422601103737,5.72576645981e-007,0.00490475856732
20.737,-0.00842475911488,-0.0437616261955,3.93584687796e-007,0.00618394684416
20.738,-0.00811014410584,-0.0440112859488,2.7046133072e-007,0.00691967544801
20.739,-0.00788072158931,-0.0419735244416,1.8577641245e-007,0.00556473599875
20.74,-0.00747654218412,-0.0400946735523,1.27618337452e-007,0.00399144213552
20.741,-0.00696663026142,-0.0400719754485,8.76961661902e-008,0.004107606521
20.742,-0.00658967009738,-0.0404596601672,6.02622703577e-008,0.00499457826906
20.743,-0.00636784563318,-0.0393825657691,4.13968469224e-008,0.00476130304294
20.744,-0.00611018928261,-0.0374289212817,2.84328934533e-008,0.00353849487612
20.745,-0.00573420186136,-0.0363632557581,1.95320613088e-008,0.00293856288008
20.746,-0.00537042383803,-0.036295998639,1.34193819682e-008,0.00339000425035
20.747,-0.00513040843627,-0.035807829264,9.21830554157e-009,0.00369640788757
20.748,-0.00494250815888,-0.0343408959376,6.33104885205e-009,0.00310207301256
20.749,-0.00468967244651,-0.0328935258687,4.34809763492e-009,0.00234722478771
20.75,-0.0043917412457,-0.0322671324087,2.98659636897e-009,0.00230533134662
20.751,-0.00415190127552,-0.0319047749643,2.05139023414e-009,0.00265251378484
20.752,-0.00398090968704,-0.0309590287878,1.40880069183e-009,0.0025547785783
20.753,-0.00373424207883,-0.0295941921693,9.67400298084e-010,0.00198249493821
20.754,-0.00339905522176,-0.0285222742958,6.64318789095e-010,0.00155506691509
20.755,-0.00304784550913,-0.0278853094581,4.56206765708e-010,0.00151631374939
20.756,-0.00274021533748,-0.027192998878,3.13268448986e-010,0.00147125854023
20.757,-0.00246185249907,-0.0261855442999,2.15092675711e-010,0.00110482353637
20.758,-0.00217023101027,-0.0251883911295,1.47679676833e-010,0.000648208631483
20.759,-0.00186848365749,-0.0245234347289,1.01397173041e-010,0.000443121216023
20.76,-0.001595090818,-0.024023797947,6.96181881626e-011,0.000413255147076
20.761,-0.00136056369131,-0.0233622792368,4.77954109976e-011,0.000250904629118
20.762,-0.0011360293707,-0.0225627438772,3.28113356835e-011,-8.32246760195e-005
20.763,-0.000902575416258,-0.0218984991101,2.25247560462e-011,-0.000348269245445
20.764,-0.000677173454044,-0.0214359863453,1.54631309541e-011,-0.000432301311486
20.765,-0.000480305438376,-0.0209674338674,1.06149422757e-011,-0.00049764049194
20.766,-0.000303826413425,-0.0203653491812,7.2864042191e-012,-0.000691183452582
20.767,-0.000127260868547,-0.0197556370007,5.00147074292e-012,-0.000928383025238
20.768,5.01740996637e-005,-0.019282454924,3.43306795513e-012,-0.00106060843337
20.769,0.000212515480739,-0.0188874032716,2.3564630376e-012,-0.00110879844582
20.77,0.000354543104407,-0.0184301399762,1.61741513098e-012,-0.00120295356514
20.771,0.000488405957578,-0.0179103246735,1.11011366138e-012,-0.00136951097685
20.772,0.000623072262387,-0.0174417954171,7.61919071663e-013,-0.00151070035373
20.773,0.000752073893339,-0.0170611753037,5.22934925823e-013,-0.00157281508372
20.774,0.000866444297615,-0.0166856554763,3.58902468198e-013,-0.00161899408812
20.775,0.000969111980393,-0.016256518236,2.46315431983e-013,-0.0017148477843
20.776,0.00106897280191,-0.0158214357941,1.69043516454e-013,-0.0018306554072
20.777,0.00116705716136,-0.0154436611207,1.1601183319e-013,-0.00190303368231
20.778,0.00125685270809,-0.0151042228714,7.96160520513e-014,-0.00193581419882
20.779,0.00133581747507,-0.0147441611504,5.46372621594e-014,-0.00198277540043
20.78,0.0014089181581,-0.0143589184035,3.74945256567e-014,-0.00205899454109
20.781,0.00148031417179,-0.013994902592,2.5730120648e-014,-0.00212565791361
20.782,0.00154769644296,-0.0136707766399,1.76568001444e-014,-0.00215786762886
20.783,0.00160726463781,-0.0133541865382,1.21164529951e-014,-0.0021795940267
20.784,0.00166003297919,-0.0130186942433,8.3143954056e-015,-0.00221956586804
20.785,0.0017098196247,-0.0126817529176,5.70531510416e-015,-0.0022679484137
20.786,0.00175739498443,-0.0123705397061,3.91493643454e-015,-0.00229820418338
20.787,0.00180020131123,-0.0120794514489,2.68636616375e-015,-0.00230990307215
20.788,0.00183707222903,-0.0117840607545,1.84331357984e-015,-0.00232496619419
20.789,0.0018700245394,-0.0114806220015,1.26481483621e-015,-0.0023512872874
20.79,0.00190097241306,-0.0111877081803,8.6786115538e-016,-0.00237375992516
20.791,0.00192916875131,-0.0109143364391,5.9548359803e-016,-0.00238115218464
20.792,0.00195305878758,-0.0106480605103,4.08586992854e-016,-0.00238237367881
20.793,0.00197299537828,-0.0103771693447,2.80345601273e-016,-0.00238982180675
20.794,0.00199061547021,-0.0101078081855,1.92352700725e-016,-0.00240052168754
20.795,0.00200640467934,-0.00985144543631,1.31977296086e-016,-0.00240353448807
20.796,0.00201940376821,-0.00960667886781,9.05516577735e-017,-0.00239787790398
20.797,0.0020291109897,-0.00936348233338,6.21282459724e-017,-0.00239239028547
20.798,0.0020363528579,-0.00911952851524,4.26262724111e-017,-0.00239099387047
20.799,0.00204201158888,-0.00888211544279,2.92456985527e-017,-0.00238792343033
20.8,0.00204588981445,-0.00865542422742,2.0065196011e-017,-0.00237822536322
20.801,0.00204737914665,-0.00843471737136,1.37664263677e-017,-0.00236514756361
20.802,0.00204661302531,-0.00821485937741,9.44485201374e-018,-0.00235398346479
20.803,0.00204430024678,-0.00799789427058,6.47985962731e-018,-0.00234397648264
20.804,0.00204072468522,-0.00778857366251,4.44562715135e-018,-0.00233068246558
20.805,0.00203555095178,-0.0075866656648,3.04998348971e-018,-0.00231338622654
20.806,0.00202858048213,-0.0073880705031,2.09246738722e-018,-0.00229562342766
20.807,0.00202016142036,-0.00719149139554,1.43554466581e-018,-0.00227927733387
20.808,0.00201070472679,-0.00699973069533,9.84854080258e-019,-0.00226219557155
20.809,0.00200018821656,-0.00681465431083,6.75654157491e-019,-0.00224223672782
20.81,0.00198838919708,-0.00663446143505,4.63526224844e-019,-0.0022205635691
20.811,0.00197536818867,-0.00645690471207,3.17995794097e-019,-0.00219941966253
20.812,0.00196143864035,-0.00628259346234,2.18155328421e-019,-0.00217869547165
20.813,0.0019467607084,-0.00611345055461,1.49660745533e-019,-0.00215661190057
20.814,0.00193123175423,-0.00594949568346,1.0267097126e-019,-0.00213275938461
20.815,0.00191478311093,-0.00578904341459,7.04344381346e-020,-0.00210854514597
20.816,0.00189756824782,-0.00563140317046,4.83192404341e-020,-0.0020848526594
20.817,0.00187978212187,-0.00547761158632,3.31476680802e-020,-0.00206090009806
20.818,0.00186144737318,-0.00532846412319,2.27396529764e-020,-0.00203577894338
20.819,0.00184249166441,-0.00518326321765,1.55995708762e-020,-0.00200989868053
20.82,0.00182294858152,-0.00504101535942,1.07013712499e-020,-0.00198420569938
20.821,0.00180296096607,-0.00490185275533,7.34115282432e-021,-0.00195874170332
20.822,0.00178261761199,-0.0047665241811,5.03601814078e-021,-0.00193280580115
20.823,0.00176189659127,-0.00463506228048,3.45468576149e-021,-0.00190618868285
20.824,0.00174078036131,-0.00450675892063,2.36988928594e-021,-0.00187944892112
20.825,0.0017193404298,-0.00438124817898,1.6257203714e-021,-0.00185299416894
20.826,0.00169767125403,-0.00425888533362,1.1152237698e-021,-0.00182655066355
20.827,0.00167579913517,-0.00413998579501,7.65026796312e-022,-0.00179973980903
20.828,0.00165370628668,-0.00402426270295,5.24795091059e-022,-0.00177270361657
20.829,0.00163141351866,-0.00391126367859,3.59999076318e-022,-0.00174583999025
20.83,0.00160898802276,-0.003800975946,2.46951446079e-022,-0.00171920311262
20.831,0.00158647835136,-0.00369366927859,1.69402728675e-022,-0.00169252159567
20.832,0.00156388660635,-0.00358934860997,1.16205830024e-022,-0.00166569544645
20.833,0.00154121255915,-0.00348770125946,7.97139154217e-023,-0.00163894594319
20.834,0.00151849112654,-0.00338852754716,5.46813350419e-023,-0.00161245856283
20.835,0.00149576875028,-0.00329192666198,3.75096384822e-023,-0.00158614208239
20.836,0.00147306497705,-0.0031980057536,2.57303386335e-023,-0.0015598411411
20.837,0.00145037915219,-0.00310663141427,1.76500934859e-023,-0.00153360392981
20.838,0.00142772416917,-0.00301758547142,1.21073034563e-023,-0.00150759695752
20.839,0.00140513224507,-0.00293082002432,8.30513688645e-024,-0.0014818577718
20.84,0.00138262927828,-0.00284641441451,5.69698609687e-024,-0.00145628287227
20.841,0.00136022169729,-0.00276435221485,3.90789204377e-024,-0.00143082617728
20.842,0.0013379131632,-0.00268448256445,2.68064321057e-024,-0.00140557473203
20.843,0.0013157209333,-0.00260668989114,1.83880026028e-024,-0.00138061140586
20.844,0.00129366767189,-0.00253098178143,1.26133144693e-024,-0.00135590749739
20.845,0.00127176540315,-0.00245737916809,8.65213029302e-025,-0.00133139959344
20.846,0.00125001695705,-0.00238580802255,5.93493634376e-025,-0.00130710298779
20.847,0.00122842963953,-0.00231615334405,4.07106737329e-025,-0.00128308640122
20.848,0.00120701863108,-0.00224836568306,2.79254225338e-025,-0.00125937082724
20.849,0.00118579697468,-0.00218245223352,1.91553674401e-025,-0.00123591675986
20.85,0.00116476952708,-0.00211838668508,1.31395508161e-025,-0.00121270279961
20.851,0.00114393919783,-0.00205608663712,9.01301035553e-026,-0.00118976219327
20.852,0.00112331401282,-0.00199547988505,6.1824208242e-026,-0.00116713064714
20.853,0.00110290439158,-0.00193654485246,4.24078860656e-026,-0.0011447991736
20.854,0.00108271650624,-0.00187926972092,2.9089354147e-026,-0.0011227412209
20.855,0.00106275235073,-0.00182360578468,1.99535855785e-026,-0.00110096029085
20.856,0.00104301523827,-0.00176948543199,1.36869679613e-026,-0.00107948354676
20.857,0.00102351160339,-0.00171686626276,9.3884307647e-027,-0.00105832075897
20.858,0.00100424713535,-0.00166573097215,6.43988692423e-027,-0.00103745596892
20.859,0.000985224056901,-0.00161605118905,4.41736181144e-027,-0.00101687835923
20.86,0.000966443420646,-0.00156777557502,3.03003201278e-027,-0.000996599333697
20.861,0.000947908128699,-0.00152085545986,2.0784088972e-027,-0.000976632940522
20.862,0.000929622084127,-0.00147526305712,1.42565459633e-027,-0.000956975436634
20.863,0.000911587467681,-0.00143097650121,9.77906228301e-028,-0.000937614566187
20.864,0.000893804558224,-0.00138795996505,6.70779358216e-028,-0.000918549384927
20.865,0.000876273928938,-0.00134616930136,4.60110099304e-028,-0.000899789258883
20.866,0.000858997347656,-0.00130557016511,3.15604695984e-028,-0.000881337332166
20.867,0.000841976302392,-0.00126613938284,2.16483488141e-028,-0.000863185892006
20.868,0.00082521079974,-0.00122785055661,1.48492918088e-028,-0.000845328384775
20.869,0.000808700196218,-0.00119066815615,1.01855940767e-028,-0.000827767210629
20.87,0.000792444478824,-0.001154557325,6.98661251809e-029,-0.000810506491746
20.871,0.000776444029678,-0.00111949194586,4.79232910608e-029,-0.000793543316364
20.872,0.000760698519957,-0.00108544926908,3.28720136855e-029,-0.000776870774487
20.873,0.000745206755175,-0.00105240151455,2.25478788144e-029,-0.000760486146475
20.874,0.000729967547365,-0.00102031746709,1.54662417755e-029,-0.000744391147943
20.875,0.000714980148101,-0.000989169859968,1.06087356862e-029,-0.00072858532519
20.876,0.000700243694838,-0.000958936497138,7.27682960958e-030,-0.000713063681727
20.877,0.000685756689084,-0.000929594564689,4.99137886117e-030,-0.000697821311324
20.878,0.000671517291883,-0.00090111781002,3.42372305914e-030,-0.000682856888846
20.879,0.000657523863347,-0.000873480244969,2.3484239063e-030,-0.00066817004817
20.88,0.000643774913491,-0.000846659663611,1.61084643208e-030,-0.000653757669043
20.881,0.000630268657702,-0.00082063575959,1.10492188952e-030,-0.000639614804596
20.882,0.000617002922402,-0.000795386606307,7.57894604346e-031,-0.000625738038575
20.883,0.000603975489714,-0.000770889014448,5.19859352014e-031,-0.000612125849131
20.884,0.000591184300407,-0.000747121513993,3.56584715019e-031,-0.000598775992053
